bin	Depth zymo_fecal	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scores_archaea_odb12_busco	Scores_bacteria_odb12_busco	Scores_eukaryota_odb12_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Internal stop codon percent_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
FLYE-COMEBin-zymo_fecal.10391.fa	20.78265	FLYE-COMEBin-zymo_fecal.10391.fa	eukaryota_odb12	2.6	1.7	0.9	0.0	97.4	116.0	11	C:1.0%[S:0.5%,D:0.5%],F:0.0%,M:99.0%,n:195	C:2.6%[S:1.7%,D:0.9%],F:0.0%,M:97.4%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	57526.0	57526	0.000%	20.0		FLYE-COMEBin-zymo_fecal.10391.fa	11.07	2.17	Neural Network (Specific Model)	11	0.892	930636	833	FLYE-COMEBin-zymo_fecal.10391	FLYE-COMEBin-zymo_fecal.10391.fa	20	20	19	18	14	6	930636	930636	928427	920722	854175	574634	20	239273	930636	44.05	57526	36500	4	10	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10391.fa																			
FLYE-COMEBin-zymo_fecal.10411.fa	24.0512	FLYE-COMEBin-zymo_fecal.10411.fa	eukaryota_odb12	50.0	49.1	0.9	0.9	49.1	116.0	11	C:10.3%[S:10.3%,D:0.0%],F:1.0%,M:88.7%,n:195	C:50.0%[S:49.1%,D:0.9%],F:0.9%,M:49.1%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129,E:50.0%	357507.0	357507	0.000%	9.0		FLYE-COMEBin-zymo_fecal.10411.fa	36.63	0.01	Neural Network (Specific Model)	11	0.876	1662957	1470	FLYE-COMEBin-zymo_fecal.10411	FLYE-COMEBin-zymo_fecal.10411.fa	9	9	9	9	9	7	1662957	1662957	1662957	1662957	1662957	1598882	9	515458	1662957	41.61	357507	160942	2	5	0.0	9 + 0 part	FLYE-COMEBin-zymo_fecal.10411.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	GCF_000382445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	98.86	0.773							ani_screen	classification based on ANI only	GCF_021730445.1, s__Phocaeicola faecalis, 95.0, 89.64, 0.495; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 95.71, 0.356				
FLYE-COMEBin-zymo_fecal.10420.fa	62.5577	FLYE-COMEBin-zymo_fecal.10420.fa	eukaryota_odb12	13.8	9.5	4.3	0.9	85.3	116.0	11	C:4.1%[S:3.6%,D:0.5%],F:0.0%,M:95.9%,n:195	C:13.8%[S:9.5%,D:4.3%],F:0.9%,M:85.3%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129,E:100.0%	61832.0	61832	0.000%	47.0		FLYE-COMEBin-zymo_fecal.10420.fa	20.55	0.84	Neural Network (Specific Model)	11	0.911	1172616	906	FLYE-COMEBin-zymo_fecal.10420	FLYE-COMEBin-zymo_fecal.10420.fa	47	47	40	30	9	7	1172616	1172616	1149164	1084555	766527	696790	47	197425	1172616	41.03	61832	18893	6	15	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10420.fa																			
FLYE-COMEBin-zymo_fecal.10467.fa	13.4882	FLYE-COMEBin-zymo_fecal.10467.fa	blautia_odb12	71.1	69.5	1.5	0.7	28.3	1047.0	11	C:15.4%[S:14.9%,D:0.5%],F:3.1%,M:81.5%,n:195	C:74.1%[S:70.7%,D:3.4%],F:2.6%,M:23.3%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129,E:100.0%	153741.0	153741	0.000%	25.0		FLYE-COMEBin-zymo_fecal.10467.fa	76.39	4.37	Neural Network (Specific Model)	11	0.883	2312321	2129	FLYE-COMEBin-zymo_fecal.10467	FLYE-COMEBin-zymo_fecal.10467.fa	25	25	23	22	17	13	2312321	2312321	2309160	2301086	2208871	2057731	25	250128	2312321	42.26	153741	104742	6	10	0.0	15 + 0 part	FLYE-COMEBin-zymo_fecal.10467.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	GCF_025147765.1	95.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	98.58	0.826							ani_screen	classification based on ANI only	GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 84.52, 0.179; GCA_047027955.1, s__Blautia_A sp047027955, 95.0, 98.69, 0.469; GCF_014297355.1, s__Blautia_A intestinalis, 95.0, 84.43, 0.171; GCA_934424005.1, s__Blautia_A sp934424005, 95.0, 95.15, 0.639; GCA_963622815.1, s__Blautia_A sp963622815, 95.0, 86.95, 0.223; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 84.68, 0.177; GCF_018918125.1, s__Blautia_A sp018918125, 95.0, 84.8, 0.205; GCA_963597235.1, s__Blautia_A sp963597235, 95.0, 86.29, 0.275; GCA_934372025.1, s__Blautia_A sp934372025, 95.0, 85.67, 0.212; GCA_934378195.1, s__Blautia_A sp934378195, 95.0, 85.71, 0.255				
FLYE-COMEBin-zymo_fecal.10492.fa	53.7919	FLYE-COMEBin-zymo_fecal.10492.fa	lachnospiraceae_odb12	37.6	36.0	1.6	0.7	61.7	444.0	11	C:6.2%[S:6.2%,D:0.0%],F:2.6%,M:91.3%,n:195	C:39.7%[S:38.8%,D:0.9%],F:3.4%,M:56.9%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129	93688.0	93688	0.000%	15.0		FLYE-COMEBin-zymo_fecal.10492.fa	36.71	1.77	Neural Network (Specific Model)	11	0.853	1191983	1062	FLYE-COMEBin-zymo_fecal.10492	FLYE-COMEBin-zymo_fecal.10492.fa	15	15	14	14	14	9	1191983	1191983	1187957	1187957	1187957	974078	15	208127	1191983	47.97	93688	54842	4	8	0.0	12 + 0 part	FLYE-COMEBin-zymo_fecal.10492.fa																			
FLYE-COMEBin-zymo_fecal.10507.fa	7.125055																		FLYE-COMEBin-zymo_fecal.10507.fa	3.93	0.08	Neural Network (Specific Model)	11	0.853	376194	441	FLYE-COMEBin-zymo_fecal.10507	FLYE-COMEBin-zymo_fecal.10507.fa	18	18	7	6	5	2	376194	376194	348170	342713	321175	217635	18	133831	376194	44.84	83804	30755	2	4	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10507.fa																			
FLYE-COMEBin-zymo_fecal.1051.fa	25.1974	FLYE-COMEBin-zymo_fecal.1051.fa	eukaryota_odb12	0.9	0.9	0.0	1.7	97.4	116.0	11	C:0.5%[S:0.0%,D:0.5%],F:0.0%,M:99.5%,n:195	C:0.9%[S:0.9%,D:0.0%],F:1.7%,M:97.4%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	20306.0	20306	0.000%	84.0		FLYE-COMEBin-zymo_fecal.1051.fa	10.81	1.49	Neural Network (Specific Model)	11	0.912	1243010	879	FLYE-COMEBin-zymo_fecal.1051	FLYE-COMEBin-zymo_fecal.1051.fa	84	84	71	46	9	2	1243010	1243010	1206550	1024218	373524	148334	84	97974	1243010	40.1	20306	13778	21	39	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.1051.fa																			
FLYE-COMEBin-zymo_fecal.10525.fa	30.168	FLYE-COMEBin-zymo_fecal.10525.fa	eukaryota_odb12	4.3	1.7	2.6	3.4	92.2	116.0	11	C:2.1%[S:0.5%,D:1.5%],F:0.0%,M:97.9%,n:195	C:4.3%[S:1.7%,D:2.6%],F:3.4%,M:92.2%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:129	64064.0	64064	0.000%	27.0		FLYE-COMEBin-zymo_fecal.10525.fa	18.33	5.0	Neural Network (Specific Model)	11	0.876	1024286	948	FLYE-COMEBin-zymo_fecal.10525	FLYE-COMEBin-zymo_fecal.10525.fa	27	27	25	18	12	9	1024286	1024286	1020670	972470	889665	786682	27	141383	1024286	44.66	64064	50809	5	9	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10525.fa																			
FLYE-COMEBin-zymo_fecal.10552.fa	5.60409	FLYE-COMEBin-zymo_fecal.10552.fa	eukaryota_odb12	10.3	6.9	3.4	2.6	87.1	116.0	11	C:3.6%[S:2.6%,D:1.0%],F:0.5%,M:95.9%,n:195	C:10.3%[S:6.9%,D:3.4%],F:2.6%,M:87.1%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	164454.0	164454	0.000%	14.0		FLYE-COMEBin-zymo_fecal.10552.fa	22.36	5.66	Neural Network (Specific Model)	11	0.897	1077332	933	FLYE-COMEBin-zymo_fecal.10552	FLYE-COMEBin-zymo_fecal.10552.fa	14	14	13	13	10	7	1077332	1077332	1076301	1076301	1033759	911405	14	381967	1077332	46.45	164454	52497	2	6	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10552.fa																			
FLYE-COMEBin-zymo_fecal.10566.fa	9.25029	FLYE-COMEBin-zymo_fecal.10566.fa	blautia_odb12	92.6	89.4	3.2	0.4	7.0	1047.0	11	C:20.5%[S:19.0%,D:1.5%],F:3.6%,M:75.9%,n:195	C:94.0%[S:89.7%,D:4.3%],F:0.9%,M:5.2%,n:116	C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.7%,n:129	438017.0	438017	0.000%	13.0		FLYE-COMEBin-zymo_fecal.10566.fa	93.57	7.21	Neural Network (Specific Model)	11	0.858	3511220	3109	FLYE-COMEBin-zymo_fecal.10566	FLYE-COMEBin-zymo_fecal.10566.fa	13	13	13	13	12	9	3511220	3511220	3511220	3511220	3496250	3390744	13	674671	3511220	41.79	438017	325368	4	6	0.0	24 + 0 part	FLYE-COMEBin-zymo_fecal.10566.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp934364795	GCA_934364795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp934364795	98.15	0.788							ani_screen	classification based on ANI only					
FLYE-COMEBin-zymo_fecal.10579.fa	5.85362	FLYE-COMEBin-zymo_fecal.10579.fa	eukaryota_odb12	7.8	4.3	3.4	1.7	90.5	116.0	11	C:2.1%[S:2.1%,D:0.0%],F:0.5%,M:97.4%,n:195	C:7.8%[S:4.3%,D:3.4%],F:1.7%,M:90.5%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	129363.0	129363	0.000%	5.0		FLYE-COMEBin-zymo_fecal.10579.fa	12.43	1.03	Neural Network (Specific Model)	11	0.881	515360	489	FLYE-COMEBin-zymo_fecal.10579	FLYE-COMEBin-zymo_fecal.10579.fa	5	5	5	5	5	4	515360	515360	515360	515360	515360	466040	5	187708	515360	43.27	129363	88304	2	3	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10579.fa																			
FLYE-COMEBin-zymo_fecal.10584.fa	15.372	FLYE-COMEBin-zymo_fecal.10584.fa	varicellovirus_odb10	0.0	0.0	0.0	3.7	96.3	27.0	1	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:195	C:0.0%[S:0.0%,D:0.0%],F:0.9%,M:99.1%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	26998.0	26998	0.000%	17.0		FLYE-COMEBin-zymo_fecal.10584.fa	6.78	0.01	Neural Network (Specific Model)	11	0.848	366297	405	FLYE-COMEBin-zymo_fecal.10584	FLYE-COMEBin-zymo_fecal.10584.fa	17	17	15	13	5	1	366297	366297	359814	341662	201627	60482	17	60482	366297	40.9	26998	20075	5	9	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10584.fa																			
FLYE-COMEBin-zymo_fecal.10601.fa	22.22425	FLYE-COMEBin-zymo_fecal.10601.fa	varicellovirus_odb10	0.9	0.9	0.0	0.9	98.3	116.0	11	C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:195	C:0.9%[S:0.9%,D:0.0%],F:0.9%,M:98.3%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	44927.0	44927	0.000%	14.0		FLYE-COMEBin-zymo_fecal.10601.fa	6.34	0.64	Neural Network (Specific Model)	11	0.858	457362	514	FLYE-COMEBin-zymo_fecal.10601	FLYE-COMEBin-zymo_fecal.10601.fa	14	14	13	12	6	2	457362	457362	455014	447828	334556	184357	14	100791	457362	41.84	44927	23110	3	7	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10601.fa																			
FLYE-COMEBin-zymo_fecal.10615.fa	13.6393	FLYE-COMEBin-zymo_fecal.10615.fa	ruminococcus_odb12	98.3	98.3	0.0	0.0	1.7	484.0	11	C:22.6%[S:22.6%,D:0.0%],F:2.6%,M:74.9%,n:195	C:97.4%[S:97.4%,D:0.0%],F:1.7%,M:0.9%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129	1949347.0	1949347	0.000%	3.0		FLYE-COMEBin-zymo_fecal.10615.fa	99.99	2.94	Neural Network (Specific Model)	11	0.876	2814895	2775	FLYE-COMEBin-zymo_fecal.10615	FLYE-COMEBin-zymo_fecal.10615.fa	3	3	3	3	3	2	2814895	2814895	2814895	2814895	2814895	2768187	3	1949347	2814895	37.1	1949347	818840	1	2	0.0	10 + 0 part	FLYE-COMEBin-zymo_fecal.10615.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas ammoniilytica	GCF_025567485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas ammoniilytica	98.63	0.84							ani_screen	classification based on ANI only	GCA_949745795.1, s__Porcipelethomonas sp949745795, 95.0, 87.3, 0.415				
FLYE-COMEBin-zymo_fecal.10618.fa	16.1621	FLYE-COMEBin-zymo_fecal.10618.fa	lachnospiraceae_odb12	96.2	55.0	41.2	1.1	2.7	444.0	11	C:20.0%[S:13.8%,D:6.2%],F:3.1%,M:76.9%,n:195	C:94.0%[S:63.8%,D:30.2%],F:4.3%,M:1.7%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129	88826.0	88826	0.000%	83.0		FLYE-COMEBin-zymo_fecal.10618.fa	98.98	40.14	Neural Network (Specific Model)	11	0.898	4020785	3837	FLYE-COMEBin-zymo_fecal.10618	FLYE-COMEBin-zymo_fecal.10618.fa	83	83	73	64	46	21	4020785	4020785	3989124	3926883	3592502	2676697	83	373227	4020785	37.48	88826	41994	12	29	0.0	6 + 0 part	FLYE-COMEBin-zymo_fecal.10618.fa																			
FLYE-COMEBin-zymo_fecal.10701.fa	6.13176	FLYE-COMEBin-zymo_fecal.10701.fa	varicellovirus_odb10	6.2	6.2	0.0	0.0	93.8	16.0	1	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:195	C:0.0%[S:0.0%,D:0.0%],F:2.6%,M:97.4%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:129	36629.0	36629	0.000%	9.0		FLYE-COMEBin-zymo_fecal.10701.fa	4.76	0.29	Neural Network (Specific Model)	11	0.887	305394	347	FLYE-COMEBin-zymo_fecal.10701	FLYE-COMEBin-zymo_fecal.10701.fa	9	9	9	8	5	1	305394	305394	305394	300333	238360	117318	9	117318	305394	45.51	36629	25337	2	5	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10701.fa																			
FLYE-COMEBin-zymo_fecal.10710.fa	4.78397	FLYE-COMEBin-zymo_fecal.10710.fa	eukaryota_odb12	15.5	15.5	0.0	0.0	84.5	116.0	11	C:3.6%[S:3.6%,D:0.0%],F:0.0%,M:96.4%,n:195	C:15.5%[S:15.5%,D:0.0%],F:0.0%,M:84.5%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	100080.0	100080	0.000%	5.0		FLYE-COMEBin-zymo_fecal.10710.fa	18.12	0.0	Neural Network (Specific Model)	11	0.917	336403	320	FLYE-COMEBin-zymo_fecal.10710	FLYE-COMEBin-zymo_fecal.10710.fa	5	5	5	4	3	3	336403	336403	336403	327936	316141	316141	5	141290	336403	53.59	100080	74771	2	3	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10710.fa																			
FLYE-COMEBin-zymo_fecal.10715.fa	6.4102250000000005	FLYE-COMEBin-zymo_fecal.10715.fa	varicellovirus_odb10	2.6	1.7	0.9	0.9	96.6	116.0	11	C:1.5%[S:0.0%,D:1.5%],F:0.0%,M:98.5%,n:195	C:2.6%[S:1.7%,D:0.9%],F:0.9%,M:96.6%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	129182.0	129182	0.000%	2.0		FLYE-COMEBin-zymo_fecal.10715.fa	7.1	1.76	Neural Network (Specific Model)	11	0.893	248952	199	FLYE-COMEBin-zymo_fecal.10715	FLYE-COMEBin-zymo_fecal.10715.fa	2	2	2	2	2	2	248952	248952	248952	248952	248952	248952	2	129182	248952	44.73	129182	119770	1	2	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10715.fa																			
FLYE-COMEBin-zymo_fecal.10717.fa	11.4265	FLYE-COMEBin-zymo_fecal.10717.fa	eubacteriales_odb12	99.6	99.6	0.0	0.4	0.0	240.0	11	C:20.5%[S:20.5%,D:0.0%],F:3.1%,M:76.4%,n:195	C:98.3%[S:97.4%,D:0.9%],F:0.9%,M:0.9%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129,E:100.0%	1458846.0	1458846	0.000%	6.0		FLYE-COMEBin-zymo_fecal.10717.fa	98.92	0.0	Neural Network (Specific Model)	11	0.876	2474055	2343	FLYE-COMEBin-zymo_fecal.10717	FLYE-COMEBin-zymo_fecal.10717.fa	6	6	6	6	5	4	2474055	2474055	2474055	2474055	2459433	2410834	6	1458846	2474055	52.95	1458846	511904	1	2	0.0	6 + 0 part	FLYE-COMEBin-zymo_fecal.10717.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	GCF_020687165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	97.76	0.804							ani_screen	classification based on ANI only	GCA_934643185.1, s__Hominenteromicrobium sp934643185, 95.0, 94.95, 0.719				
FLYE-COMEBin-zymo_fecal.10723.fa	7.075735	FLYE-COMEBin-zymo_fecal.10723.fa	lachnospiraceae_odb12	94.4	94.1	0.2	0.9	4.7	444.0	11	C:21.5%[S:21.5%,D:0.0%],F:2.1%,M:76.4%,n:195	C:94.8%[S:94.0%,D:0.9%],F:1.7%,M:3.4%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129,E:100.0%	343165.0	343165	0.000%	16.0		FLYE-COMEBin-zymo_fecal.10723.fa	93.92	1.21	Gradient Boost (General Model)	11	0.875	3495091	3165	FLYE-COMEBin-zymo_fecal.10723	FLYE-COMEBin-zymo_fecal.10723.fa	16	16	16	15	12	12	3495091	3495091	3495091	3486589	3429292	3429292	16	449467	3495091	48.79	343165	325552	5	7	0.0	9 + 1 part	FLYE-COMEBin-zymo_fecal.10723.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha excrementavium	GCA_018710785.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha excrementavium	98.39	0.788							ani_screen	classification based on ANI only					
FLYE-COMEBin-zymo_fecal.10739.fa	13.6612	FLYE-COMEBin-zymo_fecal.10739.fa	eukaryota_odb12	11.2	9.5	1.7	0.0	88.8	116.0	11	C:3.6%[S:3.1%,D:0.5%],F:1.0%,M:95.4%,n:195	C:11.2%[S:9.5%,D:1.7%],F:0.0%,M:88.8%,n:116	C:0.8%[S:0.0%,D:0.8%],F:0.0%,M:99.2%,n:129	54925.0	54925	0.000%	11.0		FLYE-COMEBin-zymo_fecal.10739.fa	13.75	2.94	Neural Network (Specific Model)	11	0.886	589434	557	FLYE-COMEBin-zymo_fecal.10739	FLYE-COMEBin-zymo_fecal.10739.fa	11	11	11	10	8	3	589434	589434	589434	580833	539074	338402	11	205853	589434	39.85	54925	43631	3	6	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10739.fa																			
FLYE-COMEBin-zymo_fecal.10750.fa	3.49864	FLYE-COMEBin-zymo_fecal.10750.fa	varicellovirus_odb10	0.5	0.5	0.0	0.5	99.0	195.0	11	C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:195	C:0.0%[S:0.0%,D:0.0%],F:0.9%,M:99.1%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	180322.0	180322	0.000%	6.0		FLYE-COMEBin-zymo_fecal.10750.fa	7.48	0.22	Neural Network (Specific Model)	11	0.859	305834	366	FLYE-COMEBin-zymo_fecal.10750	FLYE-COMEBin-zymo_fecal.10750.fa	6	6	5	4	3	2	305834	305834	301800	294821	272259	234469	6	180322	305834	55.21	180322	54147	1	2	0.0	0 + 0 part	FLYE-COMEBin-zymo_fecal.10750.fa																			
FLYE-COMEBin-zymo_fecal.10756.fa	12.9503	FLYE-COMEBin-zymo_fecal.10756.fa	lachnospiraceae_odb12	10.1	9.9	0.2	0.0	89.9	444.0	11	C:1.0%[S:1.0%,D:0.0%],F:1.0%,M:97.9%,n:195	C:28.4%[S:28.4%,D:0.0%],F:0.0%,M:71.6%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	272971.0	272971	0.000%	2.0		FLYE-COMEBin-zymo_fecal.10756.fa	5.82	0.0	Neural Network (Specific Model)	11	0.869	289061	276	FLYE-COMEBin-zymo_fecal.10756	FLYE-COMEBin-zymo_fecal.10756.fa	2	2	2	2	1	1	289061	289061	289061	289061	272971	272971	2	272971	289061	41.53	272971	272971	1	1	0.0	2 + 0 part	FLYE-COMEBin-zymo_fecal.10756.fa																			
FLYE-COMEBin-zymo_fecal.10758.fa	31.23305	FLYE-COMEBin-zymo_fecal.10758.fa	lachnospiraceae_odb12	93.5	88.3	5.2	2.0	4.5	444.0	11	C:19.0%[S:15.9%,D:3.1%],F:2.6%,M:78.5%,n:195	C:92.2%[S:87.1%,D:5.2%],F:5.2%,M:2.6%,n:116	C:2.3%[S:1.6%,D:0.8%],F:1.6%,M:96.1%,n:129,E:66.7%	111991.0	111991	0.000%	50.0		FLYE-COMEBin-zymo_fecal.10758.fa	99.59	14.73	Neural Network (Specific Model)	11	0.877	3238675	3000	FLYE-COMEBin-zymo_fecal.10758	FLYE-COMEBin-zymo_fecal.10758.fa	50	50	48	48	41	25	3238675	3238675	3232965	3232965	3114257	2614853	50	341116	3238675	41.56	111991	53280	11	22	0.0	6 + 0 part	FLYE-COMEBin-zymo_fecal.10758.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectalis	GCF_000020605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectalis	97.5	0.676							ani_screen	classification based on ANI only	GCF_052118705.1, s__Roseburia sp900317585, 95.0, 94.92, 0.501; GCA_934365945.1, s__Roseburia sp934365945, 95.0, 93.27, 0.52; GCA_937935345.1, s__Roseburia sp900546625, 95.0, 94.32, 0.621				
